wavelength,flux
4987.2582,95148.34
4987.9003,95149.52
4988.5424,95150.73
4989.1846,94989.93
4989.8267,94708.61
4990.4688,94474.76
4991.1109,93565.04
4991.753,92856.91
4992.3951,92447.62
4993.0372,93327.37
4993.6794,93710.93
4994.3215,94358.58
4994.9636,95356.22
4995.6057,94787.6
4996.2478,94764.69
4996.8899,95720.55
4997.532,96401.63
4998.1742,96890.55
4998.8163,96630.77
4999.4584,95642.75
5000.1005,94377.46
5000.7426,93103.27
5001.3847,92358.44
5002.0268,92011.52
5002.6689,92427.95
5003.3111,93026.16
5003.9532,92901.77
5004.5953,93485.44
5005.2374,93384.79
5005.8795,92663.29
5006.5216,91737.05
5007.1637,91009.21
5007.8059,89812.08
5008.448,89078.62
5009.0901,91059.15
5009.7322,93433.81
5010.3743,95181.51
5011.0164,95579.71
5011.6585,95781.03
5012.3006,95008.29
5012.9428,93998.44
5013.5849,92591.23
5014.227,90827.56
5014.8691,90199.16
5015.5112,90414.27
5016.1533,90666.75
5016.7954,91158.13
5017.4376,91998.46
5018.0797,92626.2
5018.7218,94111.43
5019.3639,93462.83
5020.006,93969.53
5020.6481,95415.02
5021.2902,94671.61
5021.9324,96055.51
5022.5745,96230.35
5023.2166,95428.93
5023.8587,95081.23
5024.5008,95687.71
5025.1429,96475.11
5025.785,96913.55
5026.4271,97486.67
5027.0693,97547.34
5027.7114,97265.76
5028.3535,97411.28
5028.9956,97448.71
5029.6377,97336.04
5030.2798,97798.15
5030.9219,99709.75
5031.5641,100902.9
5032.2062,100427.7
5032.8483,101622.4
5033.4904,101583.3
5034.1325,101845.4
5034.7746,101451.7
5035.4167,100513.0
5036.0588,98631.98
5036.701,98717.36
5037.3431,97548.04
5037.9852,96556.85
5038.6273,96385.23
5039.2694,96377.15
5039.9115,95548.74
5040.5536,94032.29
5041.1958,92771.02
5041.8379,91692.26
5042.48,90750.97
5043.1221,90952.14
5043.7642,93112.99
5044.4063,95892.57
5045.0484,98684.12
5045.6906,100253.0
5046.3327,100744.5
5046.9748,102442.6
5047.6169,102244.4
5048.259,103537.4
5048.9011,101221.2
5049.5432,101251.4
5050.1853,99242.79
5050.8275,97936.57
5051.4696,97404.32
5052.1117,97457.27
5052.7538,98748.8
5053.3959,99803.92
5054.038,100866.1
5054.6801,102556.2
5055.3223,103786.7
5055.9644,104333.5
5056.6065,104427.3
5057.2486,104087.9
5057.8907,104541.6
5058.5328,104928.8
5059.1749,104844.6
5059.817,104664.2
5060.4592,104898.4
5061.1013,105423.5
5061.7434,105208.4
5062.3855,105339.2
5063.0276,105276.9
5063.6697,104849.7
5064.3118,103538.5
5064.954,102861.0
