wavelength,flux
4989.4267,4071.612
4990.0687,4071.645
4990.7108,4071.678
4991.3529,4071.711
4991.995,4027.793
4992.6371,4077.893
4993.2792,4021.687
4993.9213,3968.794
4994.5634,3873.315
4995.2055,3967.592
4995.8476,4124.986
4996.4897,4191.613
4997.1318,4186.447
4997.7739,4147.213
4998.416,4128.526
4999.0581,3981.924
4999.7002,4035.926
5000.3423,4097.343
5000.9844,3904.218
5001.6265,4013.476
5002.2686,3782.572
5002.9107,3743.08
5003.5528,3600.766
5004.1949,3728.071
5004.837,3791.03
5005.4791,3760.956
5006.1212,3630.22
5006.7633,3773.943
5007.4054,3735.031
5008.0475,3666.26
5008.6895,3535.249
5009.3316,3469.171
5009.9737,3511.43
5010.6158,3647.893
5011.2579,3740.231
5011.9,3826.432
5012.5421,3904.474
5013.1842,3830.773
5013.8263,3725.948
5014.4684,3778.992
5015.1105,3717.596
5015.7526,3606.862
5016.3947,3570.521
5017.0368,3330.3
5017.6789,3518.455
5018.321,3599.639
5018.9631,3512.944
5019.6052,3819.334
5020.2473,3784.72
5020.8894,3727.7
5021.5315,3699.523
5022.1736,3727.642
5022.8157,3823.471
5023.4578,3892.227
5024.0999,3849.999
5024.742,3872.698
5025.3841,3892.601
5026.0262,3778.005
5026.6683,3691.879
5027.3103,3742.904
5027.9524,3813.036
5028.5945,3886.732
5029.2366,4047.884
5029.8787,4057.928
5030.5208,3915.813
5031.1629,3784.327
5031.805,4042.429
5032.4471,4156.159
5033.0892,4267.012
5033.7313,4399.886
5034.3734,4409.794
5035.0155,4268.155
5035.6576,4315.509
5036.2997,4312.218
5036.9418,4262.172
5037.5839,4224.218
5038.226,4136.918
5038.8681,4018.538
5039.5102,3881.219
5040.1523,3687.501
5040.7944,3668.257
5041.4365,3804.334
5042.0786,3581.146
5042.7207,3530.134
5043.3628,3422.85
5044.0049,3463.427
5044.647,3639.249
5045.2891,3647.957
5045.9311,3653.457
5046.5732,4248.083
5047.2153,4158.759
5047.8574,4123.825
5048.4995,4298.001
5049.1416,4247.341
5049.7837,4291.562
5050.4258,4308.568
5051.0679,4273.029
5051.71,4069.654
5052.3521,3886.186
5052.9942,3899.898
5053.6363,3993.602
5054.2784,4099.727
5054.9205,4151.501
5055.5626,4109.635
5056.2047,4137.104
5056.8468,4295.823
5057.4889,4241.494
5058.131,4249.03
5058.7731,4646.305
5059.4152,4566.978
5060.0573,4507.735
5060.6994,4557.334
5061.3415,4609.827
5061.9836,4545.43
5062.6257,4573.891
5063.2678,4489.373
5063.9099,4496.149
5064.5519,4314.519
5065.194,4302.267
5065.8361,4377.019
5066.4782,4303.242
5067.1203,4129.26
5067.7624,4087.054
5068.4045,3987.529
5069.0466,3763.82
5069.6887,3848.975
5070.3308,4028.716
5070.9729,4016.698
5071.615,4088.625
5072.2571,4023.656
5072.8992,3915.578
5073.5413,3940.657
5074.1834,4103.905
5074.8255,4262.95
5075.4676,4043.097
5076.1097,4147.599
5076.7518,4258.095
5077.3939,4434.736
5078.036,4339.167
5078.6781,4350.455
5079.3202,4182.866
5079.9623,3989.231
5080.6044,3952.968
5081.2465,3865.225
5081.8886,3879.412
5082.5307,3779.146
5083.1727,3601.925
5083.8148,3678.213
5084.4569,3789.879
5085.099,3907.444
5085.7411,3923.668
5086.3832,4105.879
5087.0253,4067.848
5087.6674,4025.706
5088.3095,4403.476
5088.9516,4463.747
5089.5937,4482.167
5090.2358,4360.833
5090.8779,4235.622
5091.52,4410.272
5092.1621,4444.75
5092.8042,4545.751
5093.4463,4541.362
5094.0884,4473.387
5094.7305,4525.025
5095.3726,4613.624
5096.0147,4666.335
5096.6568,4733.14
5097.2989,4768.184
5097.941,4575.833
5098.5831,4328.71
5099.2252,4278.378
5099.8673,4241.978
5100.5094,4250.993
5101.1515,4147.659
5101.7935,4015.59
5102.4356,4178.774
5103.0777,4006.507
5103.7198,3976.528
5104.3619,4066.252
5105.004,4244.546
5105.6461,4381.211
5106.2882,4339.375
5106.9303,4273.963
5107.5724,4068.352
5108.2145,4148.798
5108.8566,4196.227
5109.4987,4146.303
5110.1408,4073.976
5110.7829,4000.269
5111.425,4020.841
5112.0671,3957.341
5112.7092,3982.776
5113.3513,4196.036
5113.9934,4244.251
5114.6355,4291.802
5115.2776,4195.542
5115.9197,4452.75
5116.5618,4446.634
5117.2039,4793.133
5117.846,4703.351
5118.4881,4756.197
5119.1302,4738.607
5119.7723,4654.729
5120.4143,4871.035
5121.0564,4673.481
5121.6985,4725.339
5122.3406,4779.859
5122.9827,4411.708
5123.6248,4383.008
5124.2669,4292.321
5124.909,4227.434
5125.5511,4206.975
5126.1932,4090.321
5126.8353,3980.979
5127.4774,4077.031
5128.1195,4106.392
5128.7616,3946.609
5129.4037,3933.903
5130.0458,3904.729
5130.6879,4128.186
5131.33,4174.838
5131.9721,4233.307
5132.6142,4236.752
5133.2563,4152.62
5133.8984,4274.4
5134.5405,4448.517
5135.1826,4642.006
5135.8247,4620.729
5136.4668,4562.966
