wavelength,flux
5627.01165494793,6.960809e-16
5628.54948482387,6.415278e-16
5630.08731469982,6.840531e-16
5631.62514457577,6.445922e-16
5633.16297445171,6.506785e-16
5634.70080432766,6.935611e-16
5636.2386342036,6.751257e-16
5637.77646407955,6.218618e-16
5639.3142939555,6.548013e-16
5640.85212383144,6.697049e-16
5642.38995370739,6.923932e-16
5643.92778358333,6.810848e-16
5645.46561345928,6.681288e-16
5647.00344333522,6.83674e-16
5648.54127321117,6.91972e-16
5650.07910308712,6.908255e-16
5651.61693296306,7.116563e-16
5653.15476283901,6.986726e-16
5654.69259271496,6.777429e-16
5656.2304225909,6.907072e-16
5657.76825246685,6.706418e-16
5659.30608234279,6.662943e-16
5660.84391221874,6.793347e-16
5662.38174209469,6.815592e-16
5663.91957197063,6.9585e-16
5665.45740184658,6.814357e-16
5666.99523172252,6.674778e-16
5668.53306159847,6.972185e-16
5670.07089147442,6.970817e-16
5671.60872135036,7.0939e-16
5673.14655122631,7.457878e-16
5674.68438110226,7.202353e-16
5676.2222109782,7.130537e-16
5677.76004085415,7.174078e-16
5679.29787073009,6.874979e-16
5680.83570060604,6.890074e-16
5682.37353048198,7.073141e-16
5683.91136035793,7.116161e-16
5685.44919023388,7.187856e-16
5686.98702010982,6.974472e-16
5688.52484998577,6.736007e-16
5690.06267986171,6.688282e-16
5691.60050973766,6.951017e-16
5693.13833961361,7.027868e-16
5694.67616948955,6.754243e-16
5696.2139993655,7.094016e-16
5697.75182924144,7.40344e-16
5699.28965911739,7.068867e-16
5700.82748899334,7.051457e-16
5702.36531886928,7.173644e-16
5703.90314874523,7.232359e-16
5705.44097862117,7.214164e-16
5706.97880849712,7.21401e-16
5708.51663837307,6.826031e-16
5710.05446824901,7.055084e-16
5711.59229812496,7.141787e-16
5713.13012800091,6.795614e-16
5714.66795787685,7.134492e-16
5716.2057877528,7.053451e-16
5717.74361762874,6.844408e-16
5719.28144750469,7.084216e-16
5720.81927738064,7.243555e-16
5722.35710725658,7.093563e-16
5723.89493713253,7.421362e-16
5725.43276700847,7.187903e-16
5726.97059688442,7.137885e-16
5728.50842676037,7.456552e-16
5730.04625663631,7.149469e-16
5731.58408651226,7.0736e-16
5733.1219163882,7.119237e-16
5734.65974626415,7.236745e-16
5736.1975761401,7.17309e-16
5737.73540601604,7.146656e-16
5739.27323589199,7.344713e-16
5740.81106576793,6.965314e-16
5742.34889564388,7.176657e-16
5743.88672551983,7.169412e-16
5745.42455539577,7.095103e-16
5746.96238527172,7.28234e-16
5748.50021514766,6.971654e-16
5750.03804502361,6.746125e-16
5751.57587489956,7.001652e-16
5753.1137047755,6.994778e-16
5754.65153465145,6.820941e-16
5756.18936452739,6.983504e-16
5757.72719440334,7.025535e-16
5759.26502427929,7.117717e-16
5760.80285415523,7.298775e-16
5762.34068403118,7.351959e-16
5763.87851390712,7.103842e-16
5765.41634378307,7.208662e-16
5766.95417365902,7.335254e-16
5768.49200353496,7.298957e-16
5770.02983341091,7.381188e-16
5771.56766328685,7.098517e-16
5773.1054931628,6.957277e-16
5774.64332303875,7.218597e-16
5776.18115291469,7.249211e-16
5777.71898279064,6.959661e-16
5779.25681266659,7.06993e-16
5780.79464254253,6.996466e-16
5782.33247241848,6.825343e-16
5783.87030229442,6.965701e-16
5785.40813217037,6.862544e-16
5786.94596204632,6.934155e-16
5788.48379192226,7.183761e-16
5790.02162179821,7.0957e-16
5791.55945167415,6.984159e-16
5793.0972815501,7.011854e-16
5794.63511142605,7.190083e-16
5796.17294130199,7.282478e-16
5797.71077117794,7.240382e-16
5799.24860105388,7.213398e-16
5800.78643092983,7.110548e-16
5802.32426080578,6.802095e-16
5803.86209068172,7.100551e-16
5805.39992055767,7.004015e-16
5806.93775043361,6.85008e-16
5808.47558030956,7.369826e-16
5810.01341018551,7.261918e-16
5811.55124006145,6.940338e-16
5813.0890699374,7.134966e-16
5814.62689981334,6.912817e-16
5816.16472968929,7.040777e-16
5817.70255956524,7.275998e-16
5819.24038944118,6.84351e-16
5820.77821931713,7.288994e-16
5822.31604919308,7.223912e-16
5823.85387906902,6.978659e-16
5825.39170894497,7.036329e-16
5826.92953882091,7.158827e-16
5828.46736869686,7.323501e-16
5830.0051985728,7.322299e-16
5831.54302844875,6.970588e-16
5833.0808583247,6.903295e-16
5834.61868820064,7.32325e-16
5836.15651807659,7.24956e-16
5837.69434795254,7.126956e-16
5839.23217782848,6.960827e-16
5840.77000770443,7.041055e-16
5842.30783758037,7.426633e-16
5843.84566745632,7.215233e-16
5845.38349733227,6.929121e-16
5846.92132720821,7.064e-16
5848.45915708416,6.946244e-16
5849.9969869601,6.974475e-16
5851.53481683605,7.096203e-16
5853.072646712,6.8875e-16
5854.61047658794,6.787241e-16
5856.14830646389,6.746013e-16
5857.68613633983,6.570534e-16
5859.22396621578,6.699153e-16
