wavelength,flux
4987.9965,152687.2
4988.6384,152688.7
4989.2803,152690.2
4989.9222,152775.5
4990.5641,152649.0
4991.2061,150253.3
4991.848,149221.7
4992.4899,149722.9
4993.1318,149252.7
4993.7737,149893.8
4994.4157,150555.4
4995.0576,151817.0
4995.6995,151787.0
4996.3414,152559.2
4996.9833,153795.1
4997.6253,155235.0
4998.2672,155775.4
4998.9091,154727.3
4999.551,153258.0
5000.1929,151710.9
5000.8349,149435.8
5001.4768,147644.2
5002.1187,147119.0
5002.7606,147655.5
5003.4025,148717.0
5004.0445,150850.6
5004.6864,151978.1
5005.3283,151284.2
5005.9702,148434.8
5006.6121,146444.8
5007.2541,142175.6
5007.896,142219.9
5008.5379,143236.8
5009.1798,146759.9
5009.8217,152082.8
5010.4637,154781.1
5011.1056,155524.5
5011.7475,154518.2
5012.3894,152615.1
5013.0313,150597.2
5013.6733,148128.2
5014.3152,145535.3
5014.9571,144309.7
5015.599,144437.1
5016.2409,144772.5
5016.8829,147023.3
5017.5248,148836.8
5018.1667,150015.9
5018.8086,149171.9
5019.4505,151465.5
5020.0925,151363.1
5020.7344,152559.6
5021.3763,153503.8
5022.0182,153891.9
5022.6601,153221.2
5023.3021,152310.0
5023.944,151838.8
5024.5859,153248.6
5025.2278,154439.7
5025.8697,156008.5
5026.5117,157033.6
5027.1536,156392.3
5027.7955,155755.0
5028.4374,155516.4
5029.0793,155000.7
5029.7213,155990.7
5030.3632,157896.8
5031.0051,159469.5
5031.647,160828.2
5032.2889,162629.7
5032.9309,162608.1
5033.5728,162433.7
5034.2147,162822.6
5034.8566,161256.0
5035.4985,160266.2
5036.1405,157971.4
5036.7824,154711.0
5037.4243,153702.5
5038.0662,154812.3
5038.7081,155257.0
5039.3501,155210.5
5039.992,153548.1
5040.6339,149811.5
5041.2758,145755.7
5041.9177,143498.0
5042.5597,143446.7
5043.2016,145218.1
5043.8435,148780.0
5044.4854,153909.4
5045.1273,158783.1
5045.7693,162005.3
5046.4112,164549.9
5047.0531,165353.1
